product,rating,rating count,price,product url
"Need Small Square Dining Table- 31-1/2'' Sturdy and Heavy Duty Writing Desk for Small Spaces and Writing Table Desk, Teak Color Desktop & Black Frame AC3BB(8080) Breakroom Table  ",4.6 out of 5 stars,652  ,129.0,https://amazon.com/Need-Square-Writing-Desktop-AC3BB/dp/B06XT2RCWD/ref=sr_1_39?keywords=table&qid=1664552487&qu=eyJxc2MiOiI5LjI2IiwicXNhIjoiOC43OCIsInFzcCI6IjcuNjgifQ%3D%3D&sr=8-39
"VECELO 3-Piece Dining Room Wooden Kitchen Table and Pu Cushion Chair Sets for Small Space, Retro Brown  ",4.4 out of 5 stars,"4,270  ",137.99,https://amazon.com/VECELO-3-Piece-Dining-Kitchen-Cushion/dp/B08H4P61CX/ref=sr_1_41?keywords=table&qid=1664552487&qu=eyJxc2MiOiI5LjI2IiwicXNhIjoiOC43OCIsInFzcCI6IjcuNjgifQ%3D%3D&sr=8-41
"Amazon Basics Multipurpose Rolling Cart, Desk Extender, Black  ",4.6 out of 5 stars,404  ,64.89,https://amazon.com/Amazon-Basics-Multipurpose-Rolling-Extender/dp/B08DW4FPM7/ref=sr_1_42?keywords=table&qid=1664552487&qu=eyJxc2MiOiI5LjI2IiwicXNhIjoiOC43OCIsInFzcCI6IjcuNjgifQ%3D%3D&sr=8-42
"Modern Baby Changing Table with Laundry Hamper, 3 Storage Baskets, and Pad  ",4.5 out of 5 stars,"2,031  ",110.0,https://amazon.com/Modern-Changing-Laundry-Storage-Baskets/dp/B005OSHTSO/ref=sr_1_44?keywords=table&qid=1664552487&qu=eyJxc2MiOiI5LjI2IiwicXNhIjoiOC43OCIsInFzcCI6IjcuNjgifQ%3D%3D&sr=8-44
"Folding Computer Desk for Small Spaces, No-Assembly Space-Saving Home Office Desk, Foldable Computer Table, Laptop Table, Writing Desk, Compact Study Reading Table (White)  ",4.4 out of 5 stars,"2,180  ",89.99,https://amazon.com/Folding-Computer-Space-Saving-Foldable-Writing/dp/B07WSPZGHD/ref=sr_1_48?keywords=table&qid=1664552487&qu=eyJxc2MiOiI5LjI2IiwicXNhIjoiOC43OCIsInFzcCI6IjcuNjgifQ%3D%3D&sr=8-48
"Furinno Efficient Home Laptop Notebook Computer Desk with Square Shelves, Black/Grey  ",4.2 out of 5 stars,"35,565  ",77.99,https://amazon.com/Furinno-11192BK-GY-Efficient-Computer/dp/B006G2Z8IU/ref=sr_1_49?keywords=table&qid=1664552487&qu=eyJxc2MiOiI5LjI2IiwicXNhIjoiOC43OCIsInFzcCI6IjcuNjgifQ%3D%3D&sr=8-49
"Lakhow 180CZ Folding Table 6 Foot Plastic Folding Table Indoor & Outdoor for Picnic, BBQ, Party, White Granite (White)  ",4.6 out of 5 stars,367  ,114.99,https://amazon.com/Lakhow-Folding-Plastic-Trestle-Outdoor/dp/B08RYV77W3/ref=sr_1_50?keywords=table&qid=1664552487&qu=eyJxc2MiOiI5LjI2IiwicXNhIjoiOC43OCIsInFzcCI6IjcuNjgifQ%3D%3D&sr=8-50
"Modern Round Dining Table White 31.5"" with Pedestal Base in Tulip Design, Mid-Century Leisure Table for Kitchen Dining Room & Living Room  ",4.6 out of 5 stars,"1,633  ",189.99,https://amazon.com/Modern-Pedestal-Mid-Century-Leisure-Kitchen/dp/B08XX6TCTK/ref=sr_1_51?keywords=table&qid=1664552487&qu=eyJxc2MiOiI5LjI2IiwicXNhIjoiOC43OCIsInFzcCI6IjcuNjgifQ%3D%3D&sr=8-51
"RUSTOWN Farmhouse Round Coffee Table Set of 2, Cocktail Table Set, Modern Circle Natural Wood Finsh Side and End Table Sets for Living Room,Natural  ",4.4 out of 5 stars,41  ,249.99,https://amazon.com/RUSTOWN-Farmhouse-Coffee-Cocktail-Natural/dp/B09P163JX3/ref=sr_1_52?keywords=table&qid=1664552487&qu=eyJxc2MiOiI5LjI2IiwicXNhIjoiOC43OCIsInFzcCI6IjcuNjgifQ%3D%3D&sr=8-52
"Tajsoon 3-Tier Side Table, End Table, Shelving Unit Storage Rack, Rustic Brown Wood Decorative Table for Hallway, Living Room, Bedroom, Office, Matte Black  ",4.6 out of 5 stars,78  ,49.99,https://amazon.com/Tajsoon-Shelving-Storage-Decorative-Hallway/dp/B09773PQW4/ref=sr_1_53?keywords=table&qid=1664552487&qu=eyJxc2MiOiI5LjI2IiwicXNhIjoiOC43OCIsInFzcCI6IjcuNjgifQ%3D%3D&sr=8-53
"exilot Nightstand Mid-Century Modern Bedside Table with Solid Wood Legs Minimalist and Practical End Side Table, White  ",4.4 out of 5 stars,854  ,39.99,https://amazon.com/Nightstand-Mid-Century-Bedside-Minimalist-Practical/dp/B08S3G8TC2/ref=sr_1_55?keywords=table&qid=1664552487&qu=eyJxc2MiOiI5LjI2IiwicXNhIjoiOC43OCIsInFzcCI6IjcuNjgifQ%3D%3D&sr=8-55
"PIKPUK Side Table, Narrow End Table with Storage Shelf, Minimalist Bedside Tables Nightstand, Small Bookshelf Bookcase, Bathroom Storage Shelves, Display Rack for Bedroom, Living Room, Office, White.  ",4.0 out of 5 stars,4  ,26.99,https://amazon.com/Minimalist-Nightstand-Bookshelf-Bookcase-Bathroom/dp/B0B96QM9KG/ref=sr_1_56?keywords=table&qid=1664552487&qu=eyJxc2MiOiI5LjI2IiwicXNhIjoiOC43OCIsInFzcCI6IjcuNjgifQ%3D%3D&sr=8-56
Amalie 43'' Wide Square Coffee Table in Blackened Bronze  ,4.5 out of 5 stars,"1,048  ",105.0,https://amazon.com/Amalie-Square-Coffee-Blackened-Bronze/dp/B086VJKP8M/ref=sr_1_57?keywords=table&qid=1664552487&qu=eyJxc2MiOiI5LjI2IiwicXNhIjoiOC43OCIsInFzcCI6IjcuNjgifQ%3D%3D&sr=8-57
